AdmGUIDValue_tab,DarInstitutionCode,DarBasisOfRecord,DarCatalogNumber,DarCollectorNumber,DarCollector,DarRelatedInformation,DarYearCollected,DarContinentOcean,DarCountry,DarStateProvince,DarCounty,DarLocality,DarMinimumElevation,DarMaximumElevation,DarDecimalLatitude,DarDecimalLongitude,DarGeorefMethod,DarCoordinateUncertaintyInMeter,DarIdentifiedBy,DarTypeStatus,DarScientificName,DarKingdom,DarPhylum,DarFamily,DarGenus,DarSpecies,DarSubspecies,DarSpecificEpithet,DarInfraspecificEpithet,DarInfraspecificRank,DarScientificNameAuthor
8648d812-f8c3-4a4b-b1bf-330990d2e19b,NY,PreservedSpecimen,2550028,15428,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968291,2016,North America,United States of America,New York,New York Co.,Central Park. Ramble. Between 76th and 77th Streets and between 6th and 7th Avenues,30,30,40.7773,-73.9693,GPS,,D. E. Atha,,Chrysogonum virginianum L.,Plantae,Magnoliophyta,Asteraceae,Chrysogonum,virginianum,,Species,L.,,
005e6dda-1656-497c-b6f5-401de2f45cf3,NY,PreservedSpecimen,2550031,15431,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968303,2016,North America,United States of America,New York,New York Co.,"Central Park. Ramble, south of Azalea Pond. Between 75th and 76th Streets and between 6th and 7th Avenues",40,40,40.7768,-73.9698,GPS,,D. E. Atha,,Ornithogalum umbellatum L.,Plantae,Magnoliophyta,Asparagaceae,Ornithogalum,umbellatum,,Species,L.,,
0419920b-86d9-410b-98ca-ca6882e2293b,NY,PreservedSpecimen,2550032,15432,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968307,2016,North America,United States of America,New York,New York Co.,"Central Park. Ramble, south of Ramble Shed. Between 77th and 78th Streets and between 6th and 7th Avenues",29,29,40.7777,-73.9682,GPS,,D. E. Atha,,Malus prunifolia (Willd.) Borkh.,Plantae,Magnoliophyta,Rosaceae,Malus,prunifolia,,Species,(Willd.) Borkh.,,
c2c7b944-0252-454c-84e4-ce00d0c90fdf,NY,PreservedSpecimen,2550036,15436,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968312,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, on north side of 66th Street Transverse. Between 65th and 66th Streets and between 5th and 6th Avenues",24,24,40.7693,-73.9734,GPS,,D. E. Atha,,Ranunculus bulbosus L.,Plantae,Magnoliophyta,Ranunculaceae,Ranunculus,bulbosus,,Species,L.,,
8c88765c-0cdf-4c39-a192-8f3df2b8614b,NY,PreservedSpecimen,2550037,15437,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968313,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, between Gapstow Bridge and Wollman Rink. Between 62nd and 63rd and between 5th and 6th Avenues",9,9,40.7673,-73.9739,GPS,,D. E. Atha,,Cirsium arvense (L.) Scop.,Plantae,Magnoliophyta,Asteraceae,Cirsium,arvense,,Species,(L.) Scop.,,
ad2d6dc5-040d-4846-ba69-526aa351b56a,NY,PreservedSpecimen,2550038,15438,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968315,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, between Gapstow Bridge and Wollman Rink. Between 62nd and 63rd and between 5th and 6th Avenues",9,9,40.7673,-73.9739,GPS,,D. E. Atha,,Polygonum aviculare L.,Plantae,Magnoliophyta,Polygonaceae,Polygonum,aviculare,,Species,L.,,
2402749a-c492-4c7f-9ee2-78ca46bd9cf4,NY,PreservedSpecimen,2550040,15440,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968317,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Bromus inermis Leyss.,Plantae,Magnoliophyta,Poaceae,Bromus,inermis,,Species,Leyss.,,
16d210d8-dd2e-4564-8472-e8d662141b07,NY,PreservedSpecimen,2550041,15441,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968318,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Trifolium pratense L.,Plantae,Magnoliophyta,Fabaceae,Trifolium,pratense,,Species,L.,,
e12ae837-a3d0-41c7-95b3-a46a7847a497,NY,PreservedSpecimen,2550042,15442,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968319,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Trifolium hybridum L.,Plantae,Magnoliophyta,Fabaceae,Trifolium,hybridum,,Species,L.,,
53e5b873-1c53-41c5-9a19-83e5db7b2531,NY,PreservedSpecimen,2550043,15444,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968321,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Trifolium repens L.,Plantae,Magnoliophyta,Fabaceae,Trifolium,repens,,Species,L.,,
27cd46e0-07e0-44fe-a7d5-e0c596962946,NY,PreservedSpecimen,2550044,15443,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968320,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Geranium carolinianum L.,Plantae,Magnoliophyta,Geraniaceae,Geranium,carolinianum,,Species,L.,,
11fcf26d-6c28-4e9d-abee-5d9d99a307fc,NY,PreservedSpecimen,2550045,15445,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968322,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green, west of the buildings, between service drive and parking lot. Between 66th and 67th Streets and between 7th and 8th Avenues",26,26,40.7725,-73.9781,GPS,,D. E. Atha,,Melilotus officinalis (L.) Lam.,Plantae,Magnoliophyta,Fabaceae,Melilotus,officinalis,,Species,(L.) Lam.,,
edd2e1ff-9825-47c2-b9a1-078b0b6a2283,NY,PreservedSpecimen,2550049,15449,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968326,2016,North America,United States of America,New York,New York Co.,"Central Park. Lake. Between 72nd and 73rd and between 7th and 8th Avenues, south shore of Lake",24,24,40.7753,-73.973,GPS,,D. E. Atha,,Anthemis arvensis L.,Plantae,Magnoliophyta,Asteraceae,Anthemis,arvensis,,Species,L.,,
f87605d3-afa4-44c5-ae65-f955cf4e7b5e,NY,PreservedSpecimen,2550095,15355,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966268,2015,North America,United States of America,New York,New York Co.,"Central Park. Reservoir. Between 87th and 88th Streets and 7th and 8th Avenues, east of West Drive, just west of Reservoir",48,48,40.7857,-73.9668,GPS,,D. E. Atha,,Potentilla simplex Michx.,Plantae,Magnoliophyta,Rosaceae,Potentilla,simplex,,Species,Michx.,,
8ce50478-5fe5-41fc-b56a-88bbff97c464,NY,PreservedSpecimen,2550097,15357,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966282,2015,North America,United States of America,New York,New York Co.,Central Park. Meer and Forts. Between 108th and 109th Streets and between 6th and 7th Avenues,8,8,40.7977,-73.9543,GPS,,D. E. Atha,,Digitaria ischaemum (Schreb.) Muhl.,Plantae,Magnoliophyta,Poaceae,Digitaria,ischaemum,,Species,(Schreb.) Muhl.,,
177d8ba4-c84a-4d78-9747-bcfc609acc7e,NY,PreservedSpecimen,2550099,15359,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966295,2015,North America,United States of America,New York,New York Co.,Central Park. Conservatory Garden. Between 105th and 106th Streets and between 5th and 6th Avenues,9,9,40.794,-73.9518,GPS,,D. E. Atha,,Apios americana Medik.,Plantae,Magnoliophyta,Fabaceae,Apios,americana,,Species,Medik.,,
9a3fc8fa-9a55-42dc-a080-b6a927f8e7c3,NY,PreservedSpecimen,2550110,15450,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968328,2016,North America,United States of America,New York,New York Co.,"Central Park. Lake. Between 72nd and 73rd and between 7th and 8th Avenues, south shore of Lake",24,24,40.7753,-73.973,GPS,,D. E. Atha,,Vicia cracca L.,Plantae,Magnoliophyta,Fabaceae,Vicia,cracca,,Species,L.,,
b5e86f2e-e5f5-4c78-b1dc-888b188bbe5f,NY,PreservedSpecimen,2550140,15340,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964027,2015,North America,United States of America,New York,New York Co.,"Central Park. Pool, 103 St. entrance.  Between 102nd. and 103rd Streets and between 7th and 8th Avenues",27,27,40.7959,-73.9613,GPS,,D. E. Atha,,Symphyotrichum lanceolatum (Willd.) G.L.Nesom,Plantae,Magnoliophyta,Asteraceae,Symphyotrichum,lanceolatum,,Species,(Willd.) G.L.Nesom,,
28a30ce9-8bbc-4984-91f7-608a1abc61b8,NY,PreservedSpecimen,2550142,15342,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964029,2015,North America,United States of America,New York,New York Co.,"Central Park. Great Hill, Children's Glade.  Between 103rd. and 104th Streets and between 7th and 8th Avenues",40,40,40.7962,-73.9605,GPS,,D. E. Atha,,Humulus japonicus Siebold & Zucc.,Plantae,Magnoliophyta,Cannabaceae,Humulus,japonicus,,Species,Siebold & Zucc.,,
62e40be0-23d8-456b-8ead-a3d2bbc61d2c,NY,PreservedSpecimen,2550143,15343,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964030,2015,North America,United States of America,New York,New York Co.,"Central Park. Great Hill, Children's Glade.  Between 103rd. and 104th Streets and between 7th and 8th Avenues",40,40,40.7962,-73.9605,GPS,,D. E. Atha,,Humulus japonicus Siebold & Zucc.,Plantae,Magnoliophyta,Cannabaceae,Humulus,japonicus,,Species,Siebold & Zucc.,,
831f5901-b336-4278-8029-c8e724d54a17,NY,PreservedSpecimen,2550144,15349,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964070,2015,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, between 93rd and 94th Streets and between 7th and 8th Avenues, at West Drive",33,33,40.7895,-73.9647,GPS,,D. E. Atha,,Digitaria ciliaris (Retz.) Koeler,Plantae,Magnoliophyta,Poaceae,Digitaria,ciliaris,,Species,(Retz.) Koeler,,
395f2d16-3fc9-4bf7-b378-55014020e970,NY,PreservedSpecimen,2550150,15350,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966237,2015,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, between 93rd and 94th Streets and between 7th and 8th Avenues, at West Drive",33,33,40.7895,-73.9647,GPS,,D. E. Atha,,Digitaria ischaemum (Schreb.) Muhl.,Plantae,Magnoliophyta,Poaceae,Digitaria,ischaemum,,Species,(Schreb.) Muhl.,,
f533e9e5-145b-4e63-9407-b2fb94a11c93,NY,PreservedSpecimen,2688451,15451,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971469,2016,North America,United States of America,New York,New York Co.,"Central Park. Ramble, at the ""Oven"".  Between 73rd and 74th Streets and between 6th and 7th Avenues",17,17,40.7757,-73.9706,GPS,,D. E. Atha,,Chionanthus virginicus L.,Plantae,Magnoliophyta,Oleaceae,Chionanthus,virginicus,,Species,L.,,
4d5c64f4-3ec9-486b-befc-ca4bb1a7cedc,NY,PreservedSpecimen,2688452,15456,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2981988,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, between Gapstow Bridge and Wollman Rink. Between 62nd and 63rd and between 5th and 6th Avenues",9,9,40.7673,-73.9739,GPS,,D. E. Atha,,Ranunculus repens L.,Plantae,Magnoliophyta,Ranunculaceae,Ranunculus,repens,,Species,L.,,
f1c05588-bd4d-40dc-a2c8-23add60bceae,NY,PreservedSpecimen,2688456,15456,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968314,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, between Gapstow Bridge and Wollman Rink. Between 62nd and 63rd and between 5th and 6th Avenues",9,9,40.7673,-73.9739,GPS,,D. E. Atha,,Ranunculus repens L.,Plantae,Magnoliophyta,Ranunculaceae,Ranunculus,repens,,Species,L.,,
7871bfcb-1fcb-4eed-bdc8-6b77a6d7c5af,NY,PreservedSpecimen,2688457,15457,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972106,2016,North America,United States of America,New York,New York Co.,"Central Park. Hallett Nature Sanctuary, at top of waterfall. Between 60th and 61st Streets and between 5th and 6th Avenues",19,19,40.7668,-73.9754,GPS,,D. E. Atha,,Kalmia latifolia L.,Plantae,Magnoliophyta,Ericaceae,Kalmia,latifolia,,Species,L.,,
b6ef4ff3-ac3b-471d-8dc4-1a03f35baae5,NY,PreservedSpecimen,2688459,15459,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972110,2016,North America,United States of America,New York,New York Co.,"Central Park. Hallett Nature Sanctuary, at top of waterfall. Between 60th and 61st Streets and between 5th and 6th Avenues",19,19,40.7668,-73.9754,GPS,,D. E. Atha,,Euonymus americanus L.,Plantae,Magnoliophyta,Celastraceae,Euonymus,americanus,,Species,L.,,
3d9a482c-f58e-4d17-93ec-eba030d142ef,NY,PreservedSpecimen,2688462,15462,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972113,2016,North America,United States of America,New York,New York Co.,"Central Park. Hallett Nature Sanctuary, Between 60th and 61st Streets and between 5th and 6th Avenues.",19,19,40.7664,-73.9752,GPS,,D. E. Atha,,Photinia villosa (Thunb.) DC.,Plantae,Magnoliophyta,Rosaceae,Photinia,villosa,,Species,(Thunb.) DC.,,
1c8da08b-34f3-4f09-a748-6587d342e9b4,NY,PreservedSpecimen,2688467,15467,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972119,2016,North America,United States of America,New York,New York Co.,"Central Park. Pond, just northeast of statue of José Julian Martí. Between 59th and 60th Streets and between 5th and 6th Avenues",17,17,40.766,-73.9759,GPS,,D. E. Atha,,Populus deltoides Marshall,Plantae,Magnoliophyta,Salicaceae,Populus,deltoides,,Species,Marshall,,
9b79af15-7f8c-41f0-88f2-946c1c436cd1,NY,PreservedSpecimen,2688473,15473,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972123,2016,North America,United States of America,New York,New York Co.,Central Park. Strawberry Fields. Between 71st and 72nd Streets and between 7th and 8th Avenues,26,26,40.7752,-73.9751,GPS,,D. E. Atha,,Leymus arenarius (L.) Hochst.,Plantae,Magnoliophyta,Poaceae,Leymus,arenarius,,Species,(L.) Hochst.,,
741a2c65-efe3-42ca-803c-cd56655eec10,NY,PreservedSpecimen,2688478,15478,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972129,2016,North America,United States of America,New York,New York Co.,"Central Park. Tavern on the Green. Between 66th and 67th Streets and between 7th and 8th Avenues, west of the Tavern at edge of drive way",26,26,40.7725,-73.978,GPS,,D. E. Atha,,Potentilla recta L.,Plantae,Magnoliophyta,Rosaceae,Potentilla,recta,,Species,L.,,
65a1f12f-4273-4b9d-a141-5ab8232c2b33,NY,PreservedSpecimen,2688487,15487,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972134,2016,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, north of tennis courts and south of Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",30,30,40.7908,-73.9623,GPS,,D. E. Atha,,Anthemis arvensis L.,Plantae,Magnoliophyta,Asteraceae,Anthemis,arvensis,,Species,L.,,
dd18f47b-abd2-44d3-ba75-243cac77f718,NY,PreservedSpecimen,2688488,15488,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972135,2016,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, at intersection of West Drive and 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",46,46,40.7911,-73.9624,GPS,,D. E. Atha,,Quercus bicolor Willd.,Plantae,Magnoliophyta,Fagaceae,Quercus,bicolor,,Species,Willd.,,
e014068e-5f10-4b35-8493-bd382dab3719,NY,PreservedSpecimen,2549600,15100,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2917088,2015,North America,United States of America,New York,New York Co.,"Central Park. Hallett Nature Sanctuary, northwest corner. Between 61st and 62nd Streets and between 5th and 6th Avenues",17,17,40.7672,-73.9752,GPS,,D. E. Atha,,Quercus rubra L.,Plantae,Magnoliophyta,Fagaceae,Quercus,rubra,,Species,L.,,
6850f419-cf83-43d3-bcbc-f79a6c093a1f,NY,PreservedSpecimen,2688639,15639,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978905,2016,North America,United States of America,New York,New York Co.,Central Park. North Meadow. Between 100th and 101st Streets and between 7th and 8th Avenues,35,35,40.7934,-73.9607,GPS,,D. E. Atha,,Juncus tenuis Willd.,Plantae,Magnoliophyta,Juncaceae,Juncus,tenuis,,Species,Willd.,,
851abedc-2f51-4f51-842d-0fa0cca1cdcc,NY,PreservedSpecimen,2550029,15429,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968295,2016,North America,United States of America,New York,New York Co.,"Central Park. Ramble, south of Azalea Pond. Between 75th and 76th Streets and between 6th and 7th Avenues",40,40,40.7768,-73.9698,GPS,,D. E. Atha,,Nyssa sylvatica Marshall,Plantae,Magnoliophyta,Nyssaceae,Nyssa,sylvatica,,Species,Marshall,,
2a109d3d-cecf-4a89-9b98-698a097706ff,NY,PreservedSpecimen,2688722,15722,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982905,2016,North America,United States of America,New York,New York Co.,"Central Park. Lake, between Lake and West Drive. Between 76th and 77th Streets and between 7th and 8th Avenues",20,20,40.7785,-73.9727,GPS,,D. E. Atha,,Eragrostis pectinacea (Michx.) Nees,Plantae,Magnoliophyta,Poaceae,Eragrostis,pectinacea,,Species,(Michx.) Nees,,
76d5e946-2c41-4d29-b6d5-01545f957af7,NY,PreservedSpecimen,2688723,15723,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982906,2016,North America,United States of America,New York,New York Co.,Central Park. Hallett Nature Sanctuary. Between 60th and 61st Streets and between 5th and 6th Avenues,25,25,40.7666,-73.9754,GPS,,D. E. Atha,,Lobelia inflata L.,Plantae,Magnoliophyta,Campanulaceae,Lobelia,inflata,,Species,L.,,
ab8cb1f6-7223-4eb7-ac4a-a52b7b64717d,NY,PreservedSpecimen,2688724,15724,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982907,2016,North America,United States of America,New York,New York Co.,Central Park. Hallett Nature Sanctuary. Between 60th and 61st Streets and between 5th and 6th Avenues,25,25,40.7666,-73.9754,GPS,,D. E. Atha,,Nepeta cataria L.,Plantae,Magnoliophyta,Lamiaceae,Nepeta,cataria,,Species,L.,,
f81cb558-c1db-4132-8e2e-419f80f783c5,NY,PreservedSpecimen,2688612,15612,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978881,2016,North America,United States of America,New York,New York Co.,"Central Park. Mall, east of flagpole, between 70th and 71st Streets and between 6th and 7th Avenues",25,25,40.7733,-73.9719,GPS,,D. E. Atha,,Danthonia compressa Austin ex Peck,Plantae,Magnoliophyta,Poaceae,Danthonia,compressa,,Species,Austin ex Peck,,
908c8e63-c6ee-408c-8678-b00b665c27ae,NY,PreservedSpecimen,2688613,15613,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978882,2016,North America,United States of America,New York,New York Co.,"Central Park. Mall, east of flagpole, between 70th and 71st Streets and between 6th and 7th Avenues",25,25,40.7733,-73.9719,GPS,,D. E. Atha,,Acer saccharum Marshall,Plantae,Magnoliophyta,Sapindaceae,Acer,saccharum,,Species,Marshall,,
34631f64-d987-4ae4-9da6-d457e64ff9d5,NY,PreservedSpecimen,2688614,15614,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978883,2016,North America,United States of America,New York,New York Co.,"Central Park. Mall, east of flagpole, between 70th and 71st Streets and between 6th and 7th Avenues",25,25,40.7733,-73.9719,GPS,,D. E. Atha,,Polygonum aviculare L.,Plantae,Magnoliophyta,Polygonaceae,Polygonum,aviculare,,Species,L.,,
6a7c8e9c-517b-461f-91b6-c7b9b4454cf6,NY,PreservedSpecimen,2688615,15615,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978884,2016,North America,United States of America,New York,New York Co.,"Central Park. Mall, east of flagpole, between 70th and 71st Streets and between 6th and 7th Avenues",25,25,40.7733,-73.9719,GPS,,D. E. Atha,,Baccharis halimifolia L.,Plantae,Magnoliophyta,Asteraceae,Baccharis,halimifolia,,Species,L.,,
10027569-9ce7-4bca-910c-51f2a0c2fcad,NY,PreservedSpecimen,2688616,15616,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978885,2016,North America,United States of America,New York,New York Co.,"Central Park. Mall, between Naumburg Bandshell and Rumsey Playfield (Summer Stage). Between 70th and 71st Streets and between 5th and 6th Avenues",27,27,40.7723,-73.971,GPS,,D. E. Atha,,Wisteria sinensis (Sims) Sweet,Plantae,Magnoliophyta,Fabaceae,Wisteria,sinensis,,Species,(Sims) Sweet,,
517fe97a-356a-42e4-94ec-0db966784567,NY,PreservedSpecimen,2688621,15621,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978888,2016,North America,United States of America,New York,New York Co.,"Central Park. Sheep Meadow, northern edge. Between 70th and 71st Streets and between 6th and 7th Avenues",20,20,40.7742,-73.9739,GPS,,D. E. Atha,,Quercus cerris L.,Plantae,Magnoliophyta,Fagaceae,Quercus,cerris,,Species,L.,,
d0f847b1-9086-4fff-bfef-0dae2947a60e,NY,PreservedSpecimen,2688627,15627,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978893,2016,North America,United States of America,New York,New York Co.,Central Park. 97th Street Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues,35,35,40.7918,-73.9636,GPS,,D. E. Atha,,Rhus typhina L.,Plantae,Magnoliophyta,Anacardiaceae,Rhus,typhina,,Species,L.,,
d04db26c-5d1b-4366-b32b-93672b84c371,NY,PreservedSpecimen,2688628,15628,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978894,2016,North America,United States of America,New York,New York Co.,Central Park. 97th Street Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues,35,35,40.7922,-73.9642,GPS,,D. E. Atha,,Epipactis helleborine (L.) Crantz,Plantae,Magnoliophyta,Orchidaceae,Epipactis,helleborine,,Species,(L.) Crantz,,
7f25f355-4c4f-43da-925b-76072c89c98d,NY,PreservedSpecimen,2688631,15631,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978897,2016,North America,United States of America,New York,New York Co.,Central Park. Pool. Between 98th and 99th Streets and between 7th and 8th Avenues,35,35,40.7931,-73.9635,GPS,,D. E. Atha,,Prunella vulgaris L.,Plantae,Magnoliophyta,Lamiaceae,Prunella,vulgaris,,Species,L.,,
4282017a-a2b2-44a7-854b-89204b655474,NY,PreservedSpecimen,2688634,15634,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978900,2016,North America,United States of America,New York,New York Co.,Central Park. Pool. Between 99th and 100th Streets and between 7th and 8th Avenues,35,35,40.7936,-73.9623,GPS,,D. E. Atha,,Convolvulus arvensis L.,Plantae,Magnoliophyta,Convolvulaceae,Convolvulus,arvensis,,Species,L.,,
f1a325b5-b438-42b9-800d-ec0bf4a476d2,NY,PreservedSpecimen,2688636,15636,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978902,2016,North America,United States of America,New York,New York Co.,Central Park. North Meadow. Between 100th and 101st Streets and between 7th and 8th Avenues,35,35,40.7935,-73.9604,GPS,,D. E. Atha,,Hordeum jubatum L.,Plantae,Magnoliophyta,Poaceae,Hordeum,jubatum,,Species,L.,,
c6f1d54d-4ac9-4d52-81c8-e388a8baa0e2,NY,PreservedSpecimen,2688637,15637,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978903,2016,North America,United States of America,New York,New York Co.,Central Park. North Meadow. Between 100th and 101st Streets and between 7th and 8th Avenues,35,35,40.7934,-73.9607,GPS,,D. E. Atha,,Carya ovata (Mill.) K.Koch,Plantae,Magnoliophyta,Juglandaceae,Carya,ovata,,Species,(Mill.) K.Koch,,
8cb2c5ce-d2ef-4861-a004-be88a00449dd,NY,PreservedSpecimen,2549800,15200,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935470,2015,North America,United States of America,New York,New York Co.,"Central Park. 97th Street Transverse, Statue of Albert Bertel Thorvaldsen. Between 96th and 97th Streets and between 5th and 6th Avenues",23,23,40.7889,-73.9561,,,,,Persicaria pensylvanica (L.) M.Gómez,Plantae,Magnoliophyta,Polygonaceae,Persicaria,pensylvanica,,Species,(L.) M.Gómez,,
4afd4ab6-326f-4db7-ae83-fab41c36cbea,NY,PreservedSpecimen,2549801,15201,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935473,2015,North America,United States of America,New York,New York Co.,"Central Park. East Meadow, Between the Bendheim Playground and the Conservatory Garden.  Between101st and 102nd Streets, between 5th and 6th Avenues",38,38,40.7913,-73.9538,,,D. E. Atha; M. S. Rubin; R. Alvarez,,Fraxinus ornus L.,Plantae,Magnoliophyta,Oleaceae,Fraxinus,ornus,,Species,L.,,
81ac576d-1ebc-4b73-8784-58d725a0a6d3,NY,PreservedSpecimen,2549802,15202,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935481,2015,North America,United States of America,New York,New York Co.,"Central Park. Conservatory Garden, just south of gates. Between 103rd and 104th Streets and between 5th and 6th Avenues",26,26,40.7925,-73.953,,,D. E. Atha,,Microstegium vimineum (Trin.) A.Camus,Plantae,Magnoliophyta,Poaceae,Microstegium,vimineum,,Species,(Trin.) A.Camus,,
ec719908-87c4-4bbc-b8ad-5dc70a10adb2,NY,PreservedSpecimen,2549806,15206,D. E. Atha,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935516,2015,North America,United States of America,New York,New York Co.,Central Park. North Woods. Between 108th and 109th Streets and between 6th and 7th Avenues,26,26,40.7988,-73.9553,,,D. E. Atha,,Clematis terniflora DC.,Plantae,Magnoliophyta,Ranunculaceae,Clematis,terniflora,,Species,DC.,,
